cell_id,cycle_number,capacity_ah,ambient_c,soh_pct,window_charge_ah,ic_peak_height,ic_peak_voltage,voltage_slope_v_per_s,cv_phase_seconds,temp_rise_c,temp_max_c
B0018,43,1.610903,24.0,80.5451,0.757962,3.870232,4.001695,0.000128,5500.25,-1.799399,33.048619
B0018,44,1.595464,24.0,79.7732,0.794398,4.208059,4.010169,0.000119,6237.047,1.888103,27.096149
B0018,45,1.716567,24.0,85.8284,0.846188,4.4682,3.99322,0.000116,4592.672,-0.448819,33.75797
B0018,46,1.695824,24.0,84.7912,0.83304,4.403364,3.988983,0.000117,4860.047,-0.665813,33.625519
B0018,47,1.677778,24.0,83.8889,0.820189,4.282819,3.988983,0.000119,5199.344,-0.894371,33.505246
B0018,48,1.660659,24.0,83.0329,0.809989,4.217072,3.988983,0.00012,5199.329,-1.160985,33.452138
B0018,49,1.666411,24.0,83.3205,0.863359,4.737297,4.010169,0.00011,5457.203,3.334885,28.185142
B0018,50,1.646834,24.0,82.3417,0.804544,4.23846,4.001695,0.000121,4607.406,-1.089487,33.918177
B0018,51,1.625764,24.0,81.2882,0.793082,4.186976,3.997458,0.000123,4824.422,-1.30573,34.024618
B0018,52,1.612158,24.0,80.6079,0.783187,4.231755,4.010169,0.000124,4702.859,-1.278636,33.243843
B0018,53,1.605737,24.0,80.2868,0.773587,3.99422,4.005932,0.000126,5027.468,-1.472022,33.443051
B0018,54,1.640435,24.0,82.0217,0.798044,4.163093,4.005932,0.000122,5179.61,-1.025736,33.747431
B0018,55,1.613265,24.0,80.6633,0.781912,4.08644,3.997458,0.000125,5009.032,-1.256683,33.764652
B0018,56,1.592096,24.0,79.6048,0.768623,4.017821,3.997458,0.000127,5713.937,-1.412768,33.755197
B0018,57,1.586601,24.0,79.3301,0.757484,3.873514,4.001695,0.000129,4939.594,-1.47673,33.568679
B0018,58,1.580077,24.0,79.0038,0.792372,4.318644,3.99322,0.00012,5358.984,2.213535,28.044441
B0018,59,1.564173,24.0,78.2087,0.73985,3.792171,4.014407,0.000132,5310.735,-1.621684,33.21237
B0018,60,1.555618,24.0,77.7809,0.731372,3.702234,4.018644,0.000133,5352.281,-1.743106,33.503565
B0018,61,1.540205,24.0,77.0102,0.722914,3.593286,4.010169,0.000135,5420.266,-1.767627,33.228886
B0018,62,1.532161,24.0,76.6081,0.716079,3.605647,4.010169,0.000137,5890.094,-1.806916,33.315055
B0018,63,1.531623,24.0,76.5812,0.750378,3.986489,4.014407,0.000126,5724.156,2.043761,28.065079
B0018,64,1.52226,24.0,76.113,0.702416,3.472247,4.018644,0.000139,5525.109,-2.012431,33.345547
B0018,65,1.506527,24.0,75.3263,0.693114,3.497916,4.014407,0.000141,5668.437,-2.008387,33.029814
B0018,66,1.501422,24.0,75.0711,0.68777,3.40355,4.010169,0.000142,5332.672,-2.039446,33.033767
B0018,67,1.496353,24.0,74.8177,0.680576,3.374721,4.022881,0.000144,5574.531,-2.11247,33.208185
B0018,68,1.533426,24.0,76.6713,0.717514,4.05524,4.022881,0.000127,5809.593,3.081654,27.392765
B0018,69,1.523845,24.0,76.1923,0.702601,3.395727,4.027119,0.000139,5423.594,-2.001658,33.779228
B0018,70,1.501192,24.0,75.0596,0.690154,3.403676,4.018644,0.000142,5539.625,-2.079266,33.741578
B0018,71,1.492418,24.0,74.6209,0.682641,3.337152,4.010169,0.000144,5460.766,-2.112211,33.604859
B0018,72,1.483324,24.0,74.1662,0.673017,3.330486,4.014407,0.000146,5954.844,-2.166717,33.542457
B0018,73,1.480738,24.0,74.0369,0.69839,3.736624,4.018644,0.000135,5816.093,1.894121,27.907538
B0018,74,1.473508,24.0,73.6754,0.660337,3.211861,4.022881,0.000148,5651.062,-2.269142,33.496254
B0018,75,1.468019,24.0,73.401,0.654227,3.148714,4.018644,0.00015,5444.016,-2.227277,33.408405
B0018,76,1.458092,24.0,72.9046,0.648768,3.129403,4.031356,0.000151,5647.172,-2.371789,33.890251
B0018,77,1.447866,24.0,72.3933,0.642309,3.205728,4.014407,0.000153,5628.5,-2.434083,33.671812
B0018,78,1.452781,24.0,72.639,0.665217,3.539837,4.018644,0.000141,5835.391,1.910169,27.841938
B0018,79,1.442536,24.0,72.1268,0.631127,3.059833,4.035593,0.000155,5620.703,-2.495098,33.364263
B0018,80,1.439271,24.0,71.9636,0.625116,2.987141,4.035593,0.000157,5804.641,-2.42885,33.280188
B0018,81,1.428648,24.0,71.4324,0.622574,3.030462,4.035593,0.000157,5398.829,-2.442106,33.546228
B0018,82,1.424903,24.0,71.2451,0.618349,3.080856,4.018644,0.000158,5920.718,-2.468383,33.71876
B0018,83,1.469812,24.0,73.4906,0.62744,3.59263,4.039831,0.00014,6530.938,2.917536,27.328035
B0018,84,1.452582,24.0,72.6291,0.648013,3.184505,4.022881,0.000151,5896.906,-2.309295,33.838351
B0018,85,1.442834,24.0,72.1417,0.634493,3.093119,4.018644,0.000155,5495.141,-2.422435,33.895428
B0018,86,1.428376,24.0,71.4188,0.622445,2.97771,4.031356,0.000157,5589.234,-2.464333,33.457958
B0018,87,1.415455,24.0,70.7727,0.613866,2.980407,4.010169,0.000159,5546.812,-2.609436,33.483938
B0018,88,1.454577,24.0,72.7288,0.61297,3.504767,4.035593,0.000144,6336.391,2.898221,27.378538
B0018,89,1.428318,24.0,71.4159,0.627212,3.048371,4.014407,0.000156,5726.031,-2.582685,34.022517
B0018,90,1.419703,24.0,70.9851,0.618364,2.977504,4.022881,0.000158,5758.797,-2.453276,33.858194
B0018,91,1.415561,24.0,70.778,0.611654,2.933155,4.039831,0.00016,6027.266,-2.490768,33.960425
B0018,92,1.40568,24.0,70.284,0.604698,2.920117,4.048305,0.000162,5540.391,-2.500129,33.969053
B0018,93,1.408446,24.0,70.4223,0.623217,3.389964,4.039831,0.000149,5948.61,1.81472,28.148925
B0018,94,1.396855,24.0,69.8427,0.596475,2.851255,4.039831,0.000164,6039.843,-2.670919,34.023235
B0018,95,1.393567,24.0,69.6784,0.590969,2.9233,4.031356,0.000166,6104.39,-2.643141,33.874721
B0018,96,1.389364,24.0,69.4682,0.586424,2.850011,4.035593,0.000167,5869.172,-2.541104,33.628019
B0018,97,1.378565,24.0,68.9283,0.582087,2.786351,4.035593,0.000168,5639.172,-2.553642,33.698188
B0018,98,1.384901,24.0,69.2451,0.596574,3.196144,4.010169,0.000155,6379.047,1.727385,28.153871
B0018,99,1.370325,24.0,68.5163,0.577592,2.803271,4.035593,0.00017,6259.86,-2.614947,33.560718
B0018,100,1.373346,24.0,68.6673,0.572893,2.729065,4.039831,0.000171,6378.89,-2.623717,33.731871
B0018,101,1.367949,24.0,68.3974,0.568884,2.754362,4.048305,0.000172,5973.969,-2.647843,33.750739
B0018,102,1.356714,24.0,67.8357,0.565386,2.691775,4.027119,0.000173,5652.171,-2.648068,33.78173
B0018,103,1.460431,24.0,73.0216,0.59429,3.549285,4.048305,0.000145,6339.359,2.887356,26.510166
B0018,104,1.4501,24.0,72.505,0.64377,3.117322,4.027119,0.000152,5321.672,-2.222826,33.263115
B0018,105,1.438141,24.0,71.907,0.637021,3.100805,4.031356,0.000154,5424.25,-2.186957,33.628872
B0018,106,1.428368,24.0,71.4184,0.629276,3.060362,4.035593,0.000155,5497.843,-2.209636,33.719042
B0018,107,1.414787,24.0,70.7394,0.619985,2.986524,4.005932,0.000158,5575.281,-2.299777,33.540658
B0018,108,1.413889,24.0,70.6945,0.635597,3.383462,4.031356,0.000146,6194.344,1.832325,27.797562
B0018,109,1.398933,24.0,69.9467,0.60562,2.954541,4.022881,0.000161,5391.766,-2.466896,33.245503
B0018,110,1.395332,24.0,69.7666,0.600429,2.945316,4.035593,0.000163,5678.421,-2.344731,33.251836
B0018,111,1.390046,24.0,69.5023,0.598537,2.847777,4.014407,0.000163,5784.375,-2.434272,33.985445
B0018,112,1.386027,24.0,69.3014,0.59615,2.89167,4.031356,0.000164,5756.484,-2.433556,34.356206
B0018,113,1.388215,24.0,69.4108,0.60995,3.251519,4.039831,0.000152,6305.016,1.773921,28.353524
B0018,114,1.376183,24.0,68.8091,0.583422,2.812673,4.031356,0.000168,5674.797,-2.698601,33.943039
B0018,115,1.364717,24.0,68.2358,0.574863,2.756004,4.027119,0.00017,5751.953,-2.671699,33.44601
B0018,116,1.358985,24.0,67.9493,0.568873,2.771832,4.031356,0.000172,5947.625,-2.730635,33.414266
B0018,117,1.346231,24.0,67.3115,0.562913,2.710699,4.035593,0.000173,5763.172,-2.805572,33.313562
B0018,118,1.426843,24.0,71.3421,0.568171,3.386324,4.031356,0.000151,6243.828,2.805692,26.555178
B0018,119,1.406448,24.0,70.3224,0.614392,2.996129,4.035593,0.000159,5715.734,-2.434763,33.173685
B0018,120,1.393491,24.0,69.6745,0.607869,2.967817,4.035593,0.00016,5737.297,-2.3143,33.247865
B0018,121,1.388249,24.0,69.4125,0.598916,2.861883,4.039831,0.000163,5414.032,-2.455822,33.593282
B0018,122,1.370188,24.0,68.5094,0.591043,2.921162,4.035593,0.000165,5777.485,-2.449125,33.264559
B0018,123,1.379695,24.0,68.9848,0.605366,3.200269,4.035593,0.000153,6542.547,1.795943,27.684271
B0018,124,1.368659,24.0,68.4329,0.581336,2.761075,4.027119,0.000167,5296.156,-2.506391,33.198514
B0018,125,1.362737,24.0,68.1369,0.5786,2.841683,4.039831,0.000168,5716.203,-2.578235,33.872568
B0018,126,1.363405,24.0,68.1703,0.579139,2.817145,4.039831,0.000169,5710.219,-2.471469,34.158881
B0018,127,1.351865,24.0,67.5932,0.574999,2.781566,4.031356,0.00017,5494.984,-2.426532,33.94237
B0018,128,1.354797,24.0,67.7398,0.58666,3.16158,4.035593,0.000157,6328.547,1.761813,28.313325
B0018,129,1.341051,24.0,67.0526,0.564999,2.739678,4.039831,0.000173,5295.219,-2.795527,34.013089
B0036,1,1.801101,24.0,90.055,0.840047,5.660579,4.069492,0.0001,6992.016,0.481853,26.593328
B0036,2,1.804423,24.0,90.2211,0.809662,4.575317,4.061017,0.000114,7278.703,-0.40339,25.550803
B0036,3,1.804389,24.0,90.2194,0.811619,4.738105,4.069492,0.000113,7082.484,-0.292171,25.299958
B0036,4,1.798925,24.0,89.9462,0.811527,4.599379,4.061017,0.000113,7012.89,-0.26054,24.998407
B0036,5,1.792997,24.0,89.6498,0.806941,4.562806,4.065254,0.000114,6935.625,-0.301687,24.801949
B0036,6,1.788551,24.0,89.4275,0.847044,5.169401,4.061017,0.000103,7070.438,-0.042983,24.456012
B0036,7,1.789086,24.0,89.4543,0.805982,4.601133,4.061017,0.000114,6760.625,-0.278967,24.584308
B0036,8,1.789314,24.0,89.4657,0.806548,4.558137,4.065254,0.000113,6695.172,-0.324706,24.714683
B0036,9,1.786076,24.0,89.3038,0.806733,4.563317,4.065254,0.000113,6552.609,-0.230835,24.707718
B0036,10,1.783632,24.0,89.1816,0.807272,4.588707,4.065254,0.000113,6568.125,-0.336842,24.634571
B0036,11,1.782973,24.0,89.1486,0.849778,5.145497,4.061017,0.000104,6593.203,0.051946,24.285118
B0036,12,1.781378,24.0,89.0689,0.80971,4.575371,4.05678,0.000113,6562.531,-0.271159,24.859702
B0036,13,1.778536,24.0,88.9268,0.808602,4.486408,4.065254,0.000113,6396.0,-0.206487,24.655501
B0036,14,1.775904,24.0,88.7952,0.808232,4.504988,4.052542,0.000113,6099.969,-0.297842,24.671649
B0036,15,1.778043,24.0,88.9021,0.80709,4.533063,4.065254,0.000113,6335.344,-0.235073,24.620905
B0036,16,1.783003,24.0,89.1501,0.860997,5.211747,4.061017,0.000103,6198.954,-0.067612,25.489138
B0036,17,1.7883,24.0,89.415,0.822527,4.597255,4.05678,0.000111,6245.187,-0.191162,26.402461
B0036,18,1.779295,24.0,88.9647,0.827658,4.621931,4.061017,0.000111,5983.281,-0.527904,27.150501
B0036,19,1.770924,24.0,88.5462,0.813666,4.533883,4.052542,0.000112,6229.078,-0.310229,25.50575
B0036,20,1.765905,24.0,88.2953,0.809157,4.591173,4.061017,0.000113,6260.109,-0.266778,24.957178
B0036,21,1.782693,24.0,89.1346,0.852217,5.134831,4.018644,0.000104,6290.859,-0.010513,25.199234
B0036,22,1.796466,24.0,89.8233,0.900118,5.428578,4.010169,0.0001,5657.39,1.78504,29.584244
B0036,23,1.790908,24.0,89.5454,0.846085,4.754233,4.048305,0.000108,6495.907,-3.280999,35.640695
B0036,24,1.78518,24.0,89.259,0.838401,4.671583,4.05678,0.000109,6497.891,-3.352055,35.146973
B0036,25,1.781134,24.0,89.0567,0.834249,4.649031,4.061017,0.000109,6561.922,-3.442926,35.083586
B0036,26,1.775558,24.0,88.7779,0.833422,4.737082,4.061017,0.000109,6564.969,-3.437983,35.203115
B0036,27,1.776886,24.0,88.8443,0.87725,5.277947,4.010169,0.000102,6316.031,1.865995,27.852008
B0036,28,1.771308,24.0,88.5654,0.836915,4.712431,4.052542,0.000109,6500.484,-3.413221,35.855218
B0036,29,1.771335,24.0,88.5667,0.832276,4.613351,4.044068,0.00011,6514.719,-3.525153,35.469388
B0036,30,1.766084,24.0,88.3042,0.827803,4.66132,4.052542,0.00011,6508.61,-3.6168,35.12265
B0036,31,1.759279,24.0,87.964,0.823432,4.639328,4.05678,0.000111,6600.688,-3.706635,34.998495
B0036,32,1.761037,24.0,88.0518,0.869404,5.331716,4.018644,0.000102,6500.531,1.85656,27.554465
B0036,33,1.760243,24.0,88.0121,0.827496,4.608304,4.052542,0.00011,6560.5,-3.599004,35.616287
B0036,34,1.75559,24.0,87.7795,0.825553,4.597522,4.05678,0.000111,6517.125,-3.679371,35.455241
B0036,35,1.75456,24.0,87.728,0.819919,4.654053,4.05678,0.000111,6565.438,-3.705109,35.066095
B0036,36,1.749911,24.0,87.4955,0.818134,4.541959,4.05678,0.000112,6590.125,-3.768139,35.120186
B0036,37,1.761023,24.0,88.0511,0.8659,5.247749,4.018644,0.000103,6428.171,2.040895,27.697461
B0036,38,1.762409,24.0,88.1205,0.834928,4.840471,4.044068,0.00011,6320.75,-3.284631,36.691458
B0036,39,1.753617,24.0,87.6809,0.83921,4.697806,4.048305,0.000109,6305.25,-3.17159,37.352096
B0036,40,1.746204,24.0,87.3102,0.826777,4.559912,4.05678,0.000111,6327.234,-3.688561,36.407713
B0036,41,1.740618,24.0,87.0309,0.816212,4.532816,4.052542,0.000112,6440.406,-3.832702,35.602378
B0036,42,1.75069,24.0,87.5345,0.857554,5.086334,4.018644,0.000104,6583.641,1.753598,27.3591
B0036,43,1.765112,24.0,88.2556,0.885382,5.363478,4.010169,0.000102,6347.187,1.939275,29.24971
B0036,44,1.763189,24.0,88.1594,0.845281,4.875159,3.997458,0.000108,5497.266,-3.138567,37.198806
B0036,46,1.765356,24.0,88.2678,0.895733,5.405751,4.014407,0.000101,5886.844,1.488112,30.755079
B0036,47,1.757188,24.0,87.8594,0.840206,4.675593,4.010169,0.000109,6245.953,-3.470665,36.530289
B0036,48,1.757377,24.0,87.8689,0.834898,4.65206,4.052542,0.00011,6357.313,-3.419915,35.845927
B0036,49,1.761738,24.0,88.0869,0.830846,4.678552,4.052542,0.00011,6026.297,-3.462894,35.663031
B0036,50,1.760689,24.0,88.0345,0.838497,4.748821,4.010169,0.000109,6133.187,-3.149371,36.544176
B0036,51,1.76067,24.0,88.0335,0.887662,5.449961,4.010169,0.000101,5554.094,2.013155,30.34079
B0036,52,1.752964,24.0,87.6482,0.837861,4.748782,4.05678,0.000109,6129.781,-3.411813,36.935791
B0036,53,1.750536,24.0,87.5268,0.832137,4.751994,4.010169,0.00011,6167.859,-3.348928,36.27284
B0036,54,1.750076,24.0,87.5038,0.82963,4.639149,4.010169,0.00011,6189.047,-3.423351,36.130943
B0036,55,1.746596,24.0,87.3298,0.831191,4.73346,4.005932,0.00011,6269.844,-3.507561,36.678998
B0036,56,1.753614,24.0,87.6807,0.876552,5.306301,4.022881,0.000102,5800.844,2.126769,29.6623
B0036,57,1.750725,24.0,87.5363,0.841303,4.755169,4.052542,0.000109,6029.594,-2.980125,37.710957
B0036,58,1.743305,24.0,87.1653,0.830344,4.747939,4.010169,0.00011,6051.969,-3.550587,36.981321
B0036,59,1.733663,24.0,86.6831,0.820202,4.606549,4.065254,0.000112,5683.5,-3.582686,35.880777
B0036,60,1.731921,24.0,86.596,0.815048,4.639737,4.05678,0.000113,6207.625,-3.685284,35.526516
B0036,61,1.74286,24.0,87.143,0.853734,5.137962,4.014407,0.000104,6302.625,1.84689,27.759972
B0036,62,1.743307,24.0,87.1653,0.82988,4.662638,4.065254,0.00011,6286.406,-3.320275,37.132832
B0036,63,1.738525,24.0,86.9262,0.835631,4.667772,4.010169,0.00011,5836.11,-3.129061,37.983196
B0036,64,1.729562,24.0,86.4781,0.820411,4.793556,4.05678,0.000112,5512.531,-3.715039,36.862817
B0036,65,1.727304,24.0,86.3652,0.810693,4.565087,4.05678,0.000113,6163.046,-3.776847,35.817736
B0036,66,1.744937,24.0,87.2469,0.847836,5.129051,4.018644,0.000105,6223.735,1.752568,27.631378
B0036,67,1.764243,24.0,88.2122,0.883614,5.405172,4.014407,0.000102,5875.39,2.010932,29.457238
B0036,68,1.750488,24.0,87.5244,0.847061,4.73755,4.005932,0.000108,5814.563,-2.929838,37.42251
B0036,69,1.744271,24.0,87.2136,0.833019,4.625066,4.014407,0.00011,6114.016,-3.248581,36.144588
B0036,70,1.736541,24.0,86.8271,0.824086,4.665633,4.061017,0.000111,6153.094,-3.384552,35.523934
B0036,71,1.733223,24.0,86.6612,0.817511,4.561701,4.061017,0.000112,6365.984,-3.570313,35.29729
B0036,72,1.738606,24.0,86.9303,0.853368,5.31727,4.027119,0.000104,6212.187,1.891619,27.611797
B0036,73,1.743213,24.0,87.1607,0.829033,4.629604,4.005932,0.000111,6155.484,-3.299704,36.682296
B0036,74,1.73327,24.0,86.6635,0.834521,4.643604,4.048305,0.00011,6008.641,-3.096421,37.725375
B0036,75,1.729891,24.0,86.4945,0.817089,4.594339,4.052542,0.000112,6270.953,-3.667252,36.055811
B0036,76,1.72044,24.0,86.022,0.810692,4.536373,4.052542,0.000113,6046.891,-3.67238,35.479956
B0036,77,1.724421,24.0,86.221,0.842006,5.25304,4.022881,0.000105,6378.766,1.858692,27.187496
B0036,78,1.721487,24.0,86.0744,0.805531,4.557376,4.065254,0.000114,6135.25,-3.793737,35.312197
B0036,79,1.719745,24.0,85.9872,0.802024,4.470785,4.061017,0.000115,6141.344,-3.966137,35.318765
B0036,80,1.71643,24.0,85.8215,0.800465,4.506518,4.069492,0.000115,6214.969,-3.858484,35.180989
B0036,81,1.711203,24.0,85.5601,0.798467,4.510834,4.061017,0.000115,6255.172,-4.016653,35.280943
B0036,82,1.710234,24.0,85.5117,0.833505,5.262055,4.022881,0.000106,6261.156,1.837063,27.164383
B0036,83,1.713097,24.0,85.6548,0.79566,4.489574,4.065254,0.000116,6419.594,-4.062229,35.157654
B0036,84,1.710371,24.0,85.5185,0.794605,4.463872,4.061017,0.000116,6206.141,-3.972721,35.267356
B0036,85,1.706462,24.0,85.3231,0.792207,4.517117,4.061017,0.000116,6151.719,-4.099148,35.273918
B0036,86,1.702943,24.0,85.1471,0.789447,4.493427,4.061017,0.000117,6499.312,-4.139934,35.227694
B0036,87,1.707261,24.0,85.3631,0.825672,5.026211,4.022881,0.000107,6536.953,1.788045,27.074866
B0036,88,1.703864,24.0,85.1932,0.788321,4.393657,4.061017,0.000117,6455.875,-4.17852,35.288951
B0036,89,1.707962,24.0,85.3981,0.790145,4.426739,4.061017,0.000116,6224.547,-4.021992,35.37184
B0036,90,1.711302,24.0,85.5651,0.796734,4.41193,4.052542,0.000115,6245.593,-3.785485,36.074389
B0036,91,1.714122,24.0,85.7061,0.801833,4.527443,4.010169,0.000114,6313.468,-3.719882,36.74967
B0036,92,1.705332,24.0,85.2666,0.833291,5.006117,4.073729,0.000107,6323.282,1.660594,28.122318
B0036,93,1.693461,24.0,84.673,0.783913,4.434592,4.065254,0.000117,5975.593,-4.251397,35.62819
B0036,94,1.690524,24.0,84.5262,0.776834,4.41884,4.065254,0.000118,6260.297,-4.384727,35.116607
B0036,95,1.700777,24.0,85.0389,0.773093,4.367396,4.065254,0.000119,5872.422,-4.475951,34.956065
B0036,96,1.69711,24.0,84.8555,0.785359,4.413961,4.05678,0.000117,6194.156,-4.134676,36.092712
B0036,97,1.699792,24.0,84.9896,0.83113,5.001923,4.027119,0.000107,6239.922,1.896323,28.830215
B0036,98,1.69127,24.0,84.5635,0.785214,4.386436,4.065254,0.000117,6311.375,-4.220632,36.353074
B0036,99,1.685713,24.0,84.2856,0.772694,4.299205,4.065254,0.000119,6409.0,-4.500256,35.470109
B0036,100,1.683209,24.0,84.1605,0.769287,4.345416,4.061017,0.00012,6048.266,-4.537471,35.325282
B0036,101,1.692886,24.0,84.6443,0.770429,4.442652,4.061017,0.00012,6410.578,-4.352289,35.369642
B0036,102,1.698467,24.0,84.9233,0.822965,5.043364,4.018644,0.000108,6551.0,1.72297,28.533956
B0036,103,1.693581,24.0,84.6791,0.792989,4.506657,4.061017,0.000116,5931.156,-3.905204,37.359198
B0036,104,1.683095,24.0,84.1548,0.778111,4.333694,4.065254,0.000118,6292.171,-4.386999,36.473928
B0036,105,1.685046,24.0,84.2523,0.765961,4.339514,4.061017,0.00012,6452.969,-4.551834,35.537846
B0036,106,1.68031,24.0,84.0155,0.763532,4.266744,4.077966,0.000121,6429.547,-4.604849,35.465907
B0036,107,1.694404,24.0,84.7202,0.804852,4.981742,4.027119,0.000109,5946.813,1.887291,27.637651
B0036,108,1.695569,24.0,84.7784,0.786755,4.476181,4.065254,0.000117,6212.735,-3.98138,37.192654
B0036,109,1.684185,24.0,84.2093,0.789648,4.426103,4.052542,0.000117,6330.438,-3.982041,37.793648
B0036,110,1.672218,24.0,83.6109,0.773674,4.399073,4.05678,0.000119,6480.531,-4.50055,36.780354
B0036,111,1.667598,24.0,83.3799,0.760372,4.240899,4.069492,0.000121,6635.063,-4.660407,35.778194
B0036,112,1.678187,24.0,83.9094,0.792076,4.865374,4.027119,0.000111,6599.906,1.635092,26.967394
B0036,113,1.69134,24.0,84.567,0.81106,4.742426,4.022881,0.00011,6141.297,1.509603,29.784848
B0036,114,1.680279,24.0,84.0139,0.772413,4.301313,4.065254,0.00012,6259.468,-4.069566,36.872395
B0036,115,1.673147,24.0,83.6574,0.763962,4.256216,4.061017,0.000121,6326.046,-4.199075,36.172017
B0036,116,1.670429,24.0,83.5215,0.75873,4.187682,4.05678,0.000122,6121.031,-4.299654,36.036027
B0036,117,1.66599,24.0,83.2995,0.755289,4.184714,4.065254,0.000123,6526.703,-4.355886,35.939341
B0036,118,1.664242,24.0,83.2121,0.789797,4.756999,4.031356,0.000112,6348.829,1.601824,27.428203
B0036,119,1.666845,24.0,83.3423,0.752173,4.145202,4.065254,0.000123,6281.937,-4.468308,35.913745
B0036,120,1.65945,24.0,82.9725,0.749933,4.078136,4.073729,0.000124,6436.766,-4.441992,35.932033
B0036,121,1.662413,24.0,83.1206,0.746894,4.107098,4.061017,0.000124,6416.515,-4.510471,35.837264
B0036,122,1.660353,24.0,83.0176,0.745075,4.095098,4.069492,0.000124,6456.766,-4.561389,35.973005
B0036,123,1.661023,24.0,83.0512,0.780818,4.63565,4.022881,0.000113,6458.062,1.646417,27.347711
B0036,124,1.657519,24.0,82.8759,0.744111,4.077406,4.069492,0.000124,6575.11,-4.55768,36.020814
B0036,125,1.650788,24.0,82.5394,0.742634,4.103897,4.069492,0.000125,6501.328,-4.624082,36.015651
B0036,126,1.653257,24.0,82.6629,0.738954,4.064744,4.061017,0.000125,6466.281,-4.647525,35.903854
B0036,127,1.649421,24.0,82.4711,0.7377,4.117596,4.077966,0.000126,6589.734,-4.680332,36.01668
B0036,128,1.667859,24.0,83.393,0.77264,4.608464,4.065254,0.000114,6480.781,1.540722,27.173923
B0036,129,1.670863,24.0,83.5431,0.759947,4.121405,4.073729,0.000122,6455.125,-4.101509,37.547203
B0036,130,1.665812,24.0,83.2906,0.76288,4.186542,4.061017,0.000121,6491.61,-4.112455,38.03838
B0036,131,1.6533,24.0,82.665,0.751877,4.120614,4.069492,0.000123,6484.703,-4.508583,37.4581
B0036,132,1.646879,24.0,82.3439,0.740328,4.246048,4.073729,0.000126,6459.516,-4.627963,36.541824
B0036,133,1.671895,24.0,83.5948,0.771104,4.653982,4.027119,0.000114,6562.75,1.520441,27.501543
B0036,134,1.680774,24.0,84.0387,0.805395,4.759244,4.027119,0.000111,6176.094,1.715772,28.669456
B0036,135,1.673772,24.0,83.6886,0.776209,4.328663,4.065254,0.000119,6277.313,-3.904006,37.825499
B0036,136,1.660577,24.0,83.0289,0.758889,4.199528,4.061017,0.000122,6564.015,-4.295463,36.801465
B0036,137,1.655988,24.0,82.7994,0.750955,4.161662,4.065254,0.000123,6365.422,-4.529883,36.348915
B0036,138,1.646862,24.0,82.3431,0.745085,4.201601,4.065254,0.000124,6430.812,-4.512742,36.09543
B0036,139,1.657462,24.0,82.8731,0.781216,4.662993,4.027119,0.000113,5809.094,1.852787,28.036985
B0036,140,1.660399,24.0,83.02,0.756881,4.14252,4.069492,0.000122,6425.704,-4.17059,37.212618
B0036,141,1.646079,24.0,82.3039,0.760105,4.181416,4.069492,0.000122,6397.375,-4.193019,37.783732
B0036,142,1.640837,24.0,82.0418,0.742747,4.086327,4.065254,0.000124,6458.734,-4.511129,36.671287
B0036,143,1.634441,24.0,81.722,0.732944,4.084196,4.069492,0.000126,6472.641,-4.681334,36.175418
B0036,144,1.637404,24.0,81.8702,0.766156,4.656284,4.022881,0.000114,6702.922,1.501263,27.505986
B0036,145,1.647382,24.0,82.3691,0.740124,4.088506,4.05678,0.000125,6560.141,-4.37198,36.693605
B0036,146,1.654565,24.0,82.7282,0.745563,4.132242,4.061017,0.000124,6284.719,-4.318577,37.425461
B0036,147,1.640897,24.0,82.0448,0.752027,4.166309,4.065254,0.000123,6489.593,-4.552828,38.60522
B0036,148,1.626523,24.0,81.3261,0.735119,4.102458,4.065254,0.000126,6558.203,-4.795556,37.292566
B0036,149,1.621735,24.0,81.0867,0.761146,4.508636,4.065254,0.000115,6511.578,1.410399,27.833578
B0036,150,1.62482,24.0,81.241,0.718375,3.958444,4.065254,0.000129,6403.547,-5.078759,36.192487
B0036,151,1.618801,24.0,80.9401,0.716717,3.951075,4.077966,0.000129,6464.156,-5.027546,36.278105
B0036,152,1.613735,24.0,80.6868,0.713805,3.896302,4.065254,0.00013,6472.531,-5.057668,36.222229
B0036,153,1.612013,24.0,80.6006,0.711494,4.01922,4.069492,0.00013,6507.297,-5.107397,36.222971
B0036,154,1.667103,24.0,83.3552,0.744253,4.555065,4.065254,0.000117,6444.906,1.4317,27.301674
B0036,155,1.685013,24.0,84.2507,0.834257,4.903373,4.014407,0.000109,5950.078,1.787381,30.351129
B0036,156,1.678665,24.0,83.9333,0.789247,4.36041,4.061017,0.000117,5988.296,-3.610127,37.400748
B0036,157,1.672976,24.0,83.6488,0.77958,4.312563,4.014407,0.000119,6237.172,-3.766051,36.701192
B0036,158,1.666489,24.0,83.3245,0.77358,4.262242,4.065254,0.00012,6326.078,-3.904986,36.291849
B0036,159,1.669842,24.0,83.4921,0.769472,4.280542,4.061017,0.000121,6392.813,-3.932112,36.080626
B0036,160,1.674674,24.0,83.7337,0.813254,4.821717,4.065254,0.00011,6063.438,1.824191,29.227388
B0036,161,1.666505,24.0,83.3252,0.781677,4.250432,4.065254,0.000119,6147.047,-3.636225,37.739545
B0036,162,1.652222,24.0,82.6111,0.764912,4.181221,4.061017,0.000121,6214.266,-4.207172,36.611971
B0036,163,1.646272,24.0,82.3136,0.755286,4.201442,4.065254,0.000123,6466.219,-4.323847,35.854987
